"Date","Price","Open","High","Low","Vol.","Change %"
"07/19/2022","1,174.62","1,156.38","1,176.75","1,146.60","368.18M","3.09%"
"07/18/2022","1,139.45","1,151.75","1,166.02","1,135.59","358.63M","0.22%"
"07/15/2022","1,136.97","1,132.58","1,142.25","1,125.62","358.32M","1.71%"
"07/14/2022","1,117.90","1,109.29","1,119.73","1,093.04","316.75M","-0.06%"
"07/13/2022","1,118.62","1,088.03","1,128.22","1,083.10","329.20M","0.86%"
"07/12/2022","1,109.08","1,121.33","1,133.93","1,102.11","366.94M","-0.73%"
"07/11/2022","1,117.23","1,142.02","1,143.77","1,114.46","326.44M","-2.76%"
"07/08/2022","1,148.97","1,140.18","1,157.38","1,134.05","306.73M","-0.02%"
"07/07/2022","1,149.16","1,124.23","1,151.69","1,123.47","349.53M","2.48%"
"07/06/2022","1,121.30","1,122.54","1,131.70","1,108.54","384.22M","-0.24%"
"07/05/2022","1,124.00","1,081.79","1,125.01","1,075.24","469.76M","2.28%"
"07/01/2022","1,098.96","1,080.80","1,099.61","1,076.31","379.72M","1.97%"
"06/30/2022","1,077.78","1,082.34","1,090.99","1,056.14","476.81M","-1.54%"
"06/29/2022","1,094.65","1,093.35","1,102.50","1,082.92","416.61M","0.01%"
"06/28/2022","1,094.58","1,142.83","1,156.08","1,094.02","392.67M","-4.03%"
"06/27/2022","1,140.53","1,159.48","1,165.01","1,137.05","341.53M","-1.08%"
"06/24/2022","1,153.04","1,117.83","1,153.63","1,114.35","539.51M","3.74%"
"06/23/2022","1,111.48","1,101.73","1,114.64","1,086.04","381.94M","1.62%"
"06/22/2022","1,093.76","1,082.92","1,115.94","1,081.80","359.73M","-0.14%"
"06/21/2022","1,095.27","1,084.34","1,107.46","1,084.34","419.12M","2.82%"
"06/17/2022","1,065.21","1,050.21","1,074.28","1,050.21","715.87M","1.22%"
"06/16/2022","1,052.38","1,075.60","1,075.60","1,039.99","535.50M","-4.76%"
"06/15/2022","1,104.97","1,081.14","1,117.01","1,080.28","480.72M","3.02%"
"06/14/2022","1,072.55","1,080.57","1,087.49","1,063.61","451.96M","-0.25%"
"06/13/2022","1,075.20","1,089.04","1,100.16","1,067.00","545.11M","-4.66%"
"06/10/2022","1,127.72","1,152.37","1,157.80","1,124.29","448.32M","-4.16%"
"06/09/2022","1,176.70","1,199.43","1,212.85","1,176.62","365.33M","-1.96%"
"06/08/2022","1,200.18","1,204.42","1,218.03","1,197.35","314.32M","-0.68%"
"06/07/2022","1,208.40","1,191.26","1,211.79","1,180.81","352.48M","-0.37%"
"06/06/2022","1,212.90","1,221.22","1,231.07","1,206.24","369.47M","1.03%"
"06/03/2022","1,200.56","1,211.35","1,219.25","1,195.50","255.57M","-2.85%"
"06/02/2022","1,235.79","1,199.86","1,236.84","1,195.46","274.11M","3.03%"
"06/01/2022","1,199.49","1,218.13","1,226.42","1,191.69","289.20M","-0.84%"
"05/31/2022","1,209.68","1,204.48","1,222.30","1,185.24","430.78M","0.76%"
"05/27/2022","1,200.50","1,175.56","1,200.62","1,175.56","302.68M","3.47%"
"05/26/2022","1,160.27","1,118.98","1,169.34","1,118.98","369.13M","4.78%"
"05/25/2022","1,107.37","1,070.41","1,117.33","1,070.41","333.06M","2.78%"
"05/24/2022","1,077.39","1,085.64","1,089.70","1,062.09","397.83M","-2.58%"
"05/23/2022","1,105.91","1,102.52","1,109.17","1,078.05","352.96M","0.64%"
"05/20/2022","1,098.91","1,125.55","1,127.58","1,067.79","492.55M","-1.53%"
"05/19/2022","1,116.01","1,110.66","1,134.75","1,102.63","439.44M","0.13%"
"05/18/2022","1,114.57","1,161.73","1,162.96","1,106.43","465.61M","-6.60%"
"05/17/2022","1,193.30","1,184.70","1,194.37","1,161.86","337.77M","2.68%"
"05/16/2022","1,162.17","1,183.82","1,183.82","1,159.48","315.69M","-2.12%"
"05/13/2022","1,187.30","1,165.95","1,191.69","1,156.86","387.60M","4.10%"
"05/12/2022","1,140.55","1,111.26","1,167.95","1,104.01","511.91M","0.80%"
"05/11/2022","1,131.55","1,170.05","1,182.23","1,128.93","378.14M","-3.57%"
"05/10/2022","1,173.40","1,202.47","1,209.18","1,157.60","406.39M","-0.30%"
"05/09/2022","1,176.90","1,204.37","1,219.42","1,170.91","424.32M","-4.26%"
"05/06/2022","1,229.22","1,238.77","1,252.28","1,208.50","391.97M","-1.31%"
"05/05/2022","1,245.49","1,312.62","1,312.62","1,230.91","374.45M","-5.82%"
"05/04/2022","1,322.39","1,283.63","1,323.51","1,260.80","367.69M","2.85%"
"05/03/2022","1,285.71","1,288.49","1,294.38","1,275.43","322.29M","-0.29%"
"05/02/2022","1,289.46","1,271.10","1,289.99","1,249.14","320.68M","1.36%"
"04/29/2022","1,272.15","1,312.32","1,323.56","1,268.59","326.77M","-3.74%"
"04/27/2022","1,321.53","1,331.82","1,349.97","1,313.19","303.92M","-5.05%"
"04/25/2022","1,391.88","1,370.19","1,392.85","1,361.24","286.43M","0.78%"
"04/22/2022","1,381.16","1,412.57","1,416.94","1,379.78","272.07M","-2.37%"
"04/21/2022","1,414.75","1,468.50","1,477.59","1,410.17","291.03M","-1.23%"
"04/20/2022","1,432.40","1,455.47","1,457.21","1,430.36","242.82M","-1.36%"
"04/19/2022","1,452.09","1,409.97","1,454.51","1,409.97","269.08M","2.91%"
"04/18/2022","1,411.01","1,403.27","1,418.83","1,396.19","212.86M","0.34%"
