"Date","Price","Open","High","Low","Vol.","Change %"
"01/12/2024","3,417.9","3,413.1","3,424.0","3,400.4","340.13M","0.35%"
"01/11/2024","3,406.1","3,409.9","3,426.3","3,359.0","417.43M","0.44%"
"01/10/2024","3,391.2","3,362.5","3,396.8","3,355.8","434.19M","1.00%"
"01/09/2024","3,357.5","3,325.3","3,367.3","3,315.8","457.81M","0.25%"
"01/08/2024","3,349.0","3,277.0","3,349.7","3,274.4","444.20M","2.75%"
"01/05/2024","3,259.5","3,260.9","3,287.2","3,246.2","393.17M","0.15%"
"01/04/2024","3,254.6","3,257.7","3,281.2","3,252.5","417.58M","-0.64%"
"01/03/2024","3,275.7","3,278.7","3,298.7","3,271.6","401.32M","-1.02%"
"01/02/2024","3,309.5","3,349.1","3,356.9","3,287.6","453.24M","-2.58%"
"12/29/2023","3,397.2","3,412.1","3,417.2","3,379.0","306.61M","-0.28%"
"12/28/2023","3,406.6","3,415.5","3,418.5","3,404.9","267.13M","0.12%"
"12/27/2023","3,402.4","3,402.2","3,408.0","3,386.4","296.85M","0.02%"
"12/26/2023","3,401.6","3,394.3","3,409.1","3,393.0","277.27M","0.40%"
"12/22/2023","3,388.1","3,395.1","3,400.0","3,372.6","279.94M","0.04%"
"12/21/2023","3,386.8","3,383.5","3,395.8","3,358.1","372.03M","1.08%"
"12/20/2023","3,350.8","3,398.6","3,412.8","3,350.8","404.44M","-1.54%"
"12/19/2023","3,403.3","3,390.7","3,403.4","3,385.4","387.12M","0.24%"
"12/18/2023","3,395.1","3,380.2","3,402.3","3,367.3","405.25M","0.27%"
"12/15/2023","3,386.1","3,364.4","3,399.4","3,364.0","900.87M","0.70%"
"12/14/2023","3,362.4","3,374.1","3,387.8","3,336.3","618.64M","-0.34%"
"12/13/2023","3,373.8","3,350.9","3,381.4","3,345.4","478.89M","0.89%"
"12/12/2023","3,344.1","3,305.6","3,344.1","3,302.7","498.63M","0.83%"
"12/11/2023","3,316.6","3,285.9","3,318.0","3,281.4","527.86M","0.42%"
"12/08/2023","3,302.7","3,266.3","3,304.8","3,265.3","417.38M","0.90%"
"12/07/2023","3,273.2","3,246.8","3,276.5","3,242.0","444.65M","1.28%"
"12/06/2023","3,231.8","3,287.4","3,287.4","3,229.5","355.99M","-0.93%"
"12/05/2023","3,262.1","3,224.1","3,266.1","3,223.1","366.93M","0.82%"
"12/04/2023","3,235.7","3,243.2","3,243.8","3,200.2","392.44M","-1.31%"
"12/01/2023","3,278.6","3,266.8","3,285.9","3,248.1","388.62M","0.17%"
"11/30/2023","3,273.1","3,284.7","3,290.2","3,247.0","581.16M","-0.08%"
"11/29/2023","3,275.7","3,300.5","3,311.0","3,273.1","395.43M","0.01%"
"11/28/2023","3,275.4","3,261.6","3,284.3","3,259.7","333.31M","0.19%"
"11/27/2023","3,269.1","3,264.5","3,287.8","3,258.3","331.31M","0.04%"
"11/24/2023","3,267.7","3,271.9","3,275.6","3,256.6","165.93M","-0.32%"
"11/22/2023","3,278.1","3,289.6","3,309.6","3,266.2","397.45M","0.28%"
"11/21/2023","3,269.0","3,282.6","3,287.2","3,256.6","379.90M","-0.83%"
"11/20/2023","3,296.5","3,252.1","3,304.7","3,252.1","407.06M","1.50%"
"11/17/2023","3,247.7","3,247.6","3,260.7","3,234.1","407.82M","-0.28%"
"11/16/2023","3,256.9","3,233.1","3,258.8","3,226.9","518.14M","0.68%"
"11/15/2023","3,235.0","3,248.3","3,253.1","3,222.2","434.36M","-0.08%"
"11/14/2023","3,237.5","3,225.6","3,245.6","3,215.1","442.65M","1.92%"
"11/13/2023","3,176.6","3,180.5","3,185.6","3,163.4","330.25M","-0.54%"
"11/10/2023","3,193.8","3,134.0","3,195.1","3,128.3","432.12M","2.59%"
"11/09/2023","3,113.0","3,132.9","3,156.8","3,108.8","435.22M","-0.40%"
"11/08/2023","3,125.6","3,115.1","3,130.0","3,104.5","360.72M","0.64%"
"11/07/2023","3,105.8","3,082.2","3,115.7","3,075.6","394.88M","1.08%"
"11/06/2023","3,072.5","3,052.8","3,073.6","3,045.8","380.67M","0.78%"
"11/03/2023","3,048.7","3,011.1","3,060.2","3,004.0","475.18M","1.12%"
"11/02/2023","3,014.8","2,995.1","3,018.1","2,987.7","476.06M","1.71%"
"11/01/2023","2,963.9","2,911.1","2,967.2","2,911.1","542.67M","2.08%"
"10/31/2023","2,903.5","2,885.3","2,905.6","2,858.9","440.14M","0.56%"
"10/30/2023","2,887.4","2,872.6","2,899.9","2,862.9","417.94M","1.19%"
"10/27/2023","2,853.5","2,859.6","2,883.1","2,841.4","452.01M","0.58%"
"10/26/2023","2,837.1","2,899.8","2,915.4","2,824.8","491.19M","-2.17%"
"10/25/2023","2,900.0","2,934.8","2,954.1","2,892.0","443.68M","-1.19%"
"10/24/2023","2,934.8","2,914.2","2,938.9","2,901.8","382.90M","0.71%"
"10/23/2023","2,914.2","2,902.0","2,939.9","2,869.8","397.26M","0.42%"
"10/20/2023","2,902.0","2,951.8","2,952.7","2,898.3","481.14M","-1.69%"
"10/19/2023","2,951.8","2,964.7","3,000.5","2,946.6","402.54M","-0.44%"
"10/18/2023","2,964.7","3,001.6","3,001.6","2,952.1","368.40M","-1.23%"
"10/17/2023","3,001.6","3,025.0","3,025.0","2,953.3","395.63M","-0.77%"
"10/16/2023","3,025.0","2,995.8","3,037.4","2,995.8","339.55M","0.98%"
"10/13/2023","2,995.8","3,042.1","3,053.8","2,986.8","364.26M","-1.52%"
"10/12/2023","3,042.1","3,038.9","3,072.4","3,018.6","374.08M","0.10%"
"10/11/2023","3,038.9","3,008.6","3,040.1","3,008.6","325.94M","1.01%"
"10/10/2023","3,008.6","3,004.0","3,032.6","2,997.7","334.59M","0.15%"
"10/09/2023","3,004.0","2,991.1","3,008.9","2,955.6","283.23M","0.43%"
"10/06/2023","2,991.1","2,934.1","3,002.4","2,906.3","390.96M","1.94%"
"10/05/2023","2,934.1","2,926.8","2,939.3","2,898.7","334.35M","0.25%"
"10/04/2023","2,926.8","2,890.6","2,933.8","2,890.6","360.02M","1.25%"
"10/03/2023","2,890.6","2,944.2","2,946.1","2,875.9","379.16M","-1.82%"
"10/02/2023","2,944.2","2,905.6","2,951.9","2,905.6","384.13M","1.33%"
"09/29/2023","2,905.6","2,894.2","2,939.8","2,894.2","373.55M","0.39%"
"09/28/2023","2,894.2","2,874.5","2,913.0","2,847.5","426.25M","0.69%"
"09/27/2023","2,874.5","2,869.6","2,889.3","2,844.7","395.10M","0.17%"
"09/26/2023","2,869.6","2,921.6","2,921.6","2,859.6","380.52M","-1.78%"
"09/25/2023","2,921.6","2,908.0","2,925.6","2,893.8","315.23M","0.47%"
"09/22/2023","2,908.0","2,900.5","2,936.2","2,900.5","364.11M","0.26%"
"09/21/2023","2,900.5","2,945.2","2,945.2","2,900.0","450.00M","-1.52%"
"09/20/2023","2,945.2","2,998.4","3,008.8","2,944.9","386.69M","-1.77%"
"09/19/2023","2,998.4","3,000.7","3,006.2","2,970.8","350.06M","-0.08%"
"09/18/2023","3,000.7","2,986.6","3,010.4","2,972.8","364.88M","0.47%"
"09/15/2023","2,986.6","3,045.8","3,045.8","2,978.7","683.25M","-1.95%"
"09/14/2023","3,045.8","3,024.6","3,052.9","3,024.1","376.91M","0.70%"
"09/13/2023","3,024.6","3,015.2","3,040.9","3,005.9","402.31M","0.31%"
"09/12/2023","3,015.2","3,068.8","3,068.8","3,010.2","461.08M","-1.75%"
"09/11/2023","3,068.8","3,054.9","3,084.3","3,040.8","382.05M","0.45%"
"09/08/2023","3,054.9","3,048.6","3,076.1","3,047.3","380.73M","0.21%"
"09/07/2023","3,048.6","3,097.3","3,097.3","3,022.0","498.43M","-1.57%"
"09/06/2023","3,097.3","3,140.4","3,140.4","3,079.7","383.53M","-1.37%"
"09/05/2023","3,140.4","3,128.2","3,149.7","3,110.4","366.87M","0.39%"
"09/01/2023","3,128.2","3,121.2","3,146.6","3,114.2","361.63M","0.23%"
"08/31/2023","3,121.2","3,109.7","3,134.8","3,109.7","478.57M","0.37%"
"08/30/2023","3,109.7","3,084.0","3,115.3","3,077.0","401.24M","0.83%"
"08/29/2023","3,084.0","3,020.2","3,088.2","3,008.6","384.77M","2.11%"
"08/28/2023","3,020.2","2,995.8","3,024.2","2,991.0","332.47M","0.81%"
"08/25/2023","2,995.8","2,971.4","3,016.2","2,950.5","416.25M","0.82%"
