Date,Adj Close
2020-10-23,1640.5
2020-10-26,1605.2099609375
2020-10-27,1590.7099609375
2020-10-28,1543.280029296875
2020-10-29,1561.5799560546875
2020-10-30,1538.47998046875
2020-11-02,1568.5899658203125
2020-11-03,1614.300048828125
2020-11-04,1615.0799560546875
2020-11-05,1660.050048828125
2020-11-06,1648.260009765625
2020-11-09,1705.0400390625
2020-11-10,1737.010009765625
2020-11-11,1736.93994140625
2020-11-12,1708.469970703125
2020-11-13,1744.0400390625
2020-11-16,1785.3399658203125
2020-11-17,1791.9100341796875
2020-11-18,1769.3199462890625
2020-11-19,1784.1300048828125
2020-11-20,1785.3399658203125
2020-11-23,1818.300048828125
2020-11-24,1853.530029296875
2020-11-25,1845.02001953125
2020-11-27,1855.27001953125
2020-11-30,1819.8199462890625
2020-12-01,1836.050048828125
2020-12-02,1838.030029296875
2020-12-03,1848.699951171875
2020-12-04,1892.449951171875
2020-12-07,1891.25
2020-12-08,1917.780029296875
2020-12-09,1902.1500244140625
2020-12-10,1922.699951171875
2020-12-11,1911.699951171875
2020-12-14,1913.8599853515625
2020-12-15,1959.760009765625
2020-12-16,1952.719970703125
2020-12-17,1978.050048828125
2020-12-18,1969.989990234375
2020-12-21,1970.3299560546875
2020-12-22,1989.8800048828125
2020-12-23,2007.0999755859375
2020-12-24,2003.949951171875
2020-12-28,1996.25
2020-12-29,1959.3599853515625
2020-12-30,1979.989990234375
2020-12-31,1974.8599853515625
2021-01-04,1945.9100341796875
2021-01-05,1979.1099853515625
2021-01-06,2057.919921875
2021-01-07,2096.889892578125
2021-01-08,2091.659912109375
2021-01-11,2091.010009765625
2021-01-12,2127.9599609375
2021-01-13,2111.969970703125
2021-01-14,2155.35009765625
2021-01-15,2123.199951171875
2021-01-19,2151.139892578125
2021-01-20,2160.6201171875
2021-01-21,2141.419921875
2021-01-22,2168.760009765625
2021-01-25,2163.27001953125
2021-01-26,2149.860107421875
2021-01-27,2108.699951171875
2021-01-28,2106.610107421875
2021-01-29,2073.639892578125
2021-02-01,2126.159912109375
2021-02-02,2151.43994140625
2021-02-03,2159.699951171875
2021-02-04,2202.419921875
2021-02-05,2233.330078125
2021-02-08,2289.760009765625
2021-02-09,2299.0
2021-02-10,2282.43994140625
2021-02-11,2285.320068359375
2021-02-12,2289.360107421875
2021-02-16,2272.889892578125
2021-02-17,2256.110107421875
2021-02-18,2218.389892578125
2021-02-19,2266.68994140625
2021-02-22,2251.070068359375
2021-02-23,2231.31005859375
2021-02-24,2284.3798828125
2021-02-25,2200.169921875
2021-02-26,2201.050048828125
2021-03-01,2275.320068359375
2021-03-02,2231.510009765625
2021-03-03,2207.7900390625
2021-03-04,2146.919921875
2021-03-05,2192.2099609375
2021-03-08,2202.97998046875
2021-03-09,2245.06005859375
2021-03-10,2285.679931640625
2021-03-11,2338.5400390625
2021-03-12,2352.7900390625
2021-03-15,2360.169921875
2021-03-16,2319.52001953125
2021-03-17,2336.389892578125
2021-03-18,2267.590087890625
2021-03-19,2287.550048828125
2021-03-22,2266.840087890625
2021-03-23,2185.68994140625
2021-03-24,2134.27001953125
2021-03-25,2183.1201171875
2021-03-26,2221.47998046875
2021-03-29,2158.679931640625
2021-03-30,2195.800048828125
2021-03-31,2220.52001953125
2021-04-01,2253.89990234375
2021-04-05,2264.889892578125
2021-04-06,2259.14990234375
2021-04-07,2223.050048828125
2021-04-08,2242.60009765625
2021-04-09,2243.469970703125
2021-04-12,2233.780029296875
2021-04-13,2228.919921875
2021-04-14,2247.719970703125
2021-04-15,2257.070068359375
2021-04-16,2262.669921875
2021-04-19,2232.0
2021-04-20,2188.2099609375
2021-04-21,2239.6298828125
2021-04-22,2232.610107421875
2021-04-23,2271.860107421875
2021-04-26,2298.010009765625
2021-04-27,2301.27001953125
2021-04-28,2304.159912109375
2021-04-29,2295.4599609375
2021-04-30,2266.449951171875
2021-05-03,2277.449951171875
2021-05-04,2248.2900390625
2021-05-05,2241.3701171875
2021-05-06,2241.419921875
2021-05-07,2271.6298828125
2021-05-10,2212.699951171875
2021-05-11,2206.989990234375
2021-05-12,2135.139892578125
2021-05-13,2170.949951171875
2021-05-14,2224.6298828125
2021-05-17,2227.1201171875
2021-05-18,2210.8798828125
2021-05-19,2193.639892578125
2021-05-20,2207.760009765625
2021-05-21,2215.27001953125
2021-05-24,2227.340087890625
2021-05-25,2205.75
2021-05-26,2249.27001953125
2021-05-27,2273.070068359375
2021-05-28,2268.969970703125
2021-06-01,2294.739990234375
2021-06-02,2297.830078125
2021-06-03,2279.25
2021-06-04,2286.409912109375
2021-06-07,2319.179931640625
