"Date","Price","Open","High","Low","Vol.","Change %"
"01/10/2023","514.70","509.61","515.08","507.07","73.40M","1.02%"
"01/09/2023","509.49","510.19","516.44","508.14","83.27M","0.60%"
"01/06/2023","506.45","494.21","507.58","494.21","80.49M","3.44%"
"01/05/2023","489.60","490.34","492.34","486.25","73.78M","-1.60%"
"01/04/2023","497.55","491.96","498.84","491.37","78.82M","1.74%"
"01/03/2023","489.04","489.63","493.43","484.64","71.39M","-0.10%"
"12/30/2022","489.55","489.82","491.04","485.44","43.92M","-0.75%"
"12/29/2022","493.23","490.44","495.14","490.41","43.08M","1.05%"
"12/28/2022","488.12","495.76","497.26","487.65","46.55M","-1.50%"
"12/27/2022","495.53","496.12","498.71","493.47","48.29M","0.03%"
"12/23/2022","495.38","491.55","495.39","489.33","39.97M","0.72%"
"12/22/2022","491.86","493.33","493.43","483.67","62.12M","-0.94%"
"12/21/2022","496.54","494.35","498.62","493.74","54.17M","0.84%"
"12/20/2022","492.42","490.65","495.17","490.02","54.08M","0.65%"
"12/19/2022","489.24","495.08","497.30","486.87","60.38M","-1.34%"
"12/16/2022","495.88","494.73","497.07","490.84","147.64M","-0.41%"
"12/15/2022","497.94","506.69","506.86","496.65","77.23M","-3.02%"
"12/14/2022","513.45","517.45","520.14","509.93","72.72M","-1.11%"
"12/13/2022","519.21","524.60","528.50","515.76","75.05M","1.34%"
"12/12/2022","512.32","508.27","512.32","506.20","63.24M","0.90%"
"12/09/2022","507.77","513.47","515.52","507.60","62.88M","-0.96%"
"12/08/2022","512.69","513.22","515.27","511.14","61.01M","0.68%"
"12/07/2022","509.25","509.80","513.88","507.78","68.77M","-0.24%"
"12/06/2022","510.50","516.73","518.36","506.70","64.50M","-0.88%"
"12/05/2022","515.03","522.04","523.26","514.25","66.65M","-1.95%"
"12/02/2022","525.28","514.45","526.74","514.23","72.40M","1.10%"
"12/01/2022","519.55","522.14","522.94","515.26","70.36M","-0.03%"
"11/30/2022","519.72","508.03","519.72","502.75","129.13M","2.42%"
"11/29/2022","507.45","507.39","509.97","505.97","59.08M","0.30%"
"11/28/2022","505.94","514.03","514.03","504.94","70.98M","-2.20%"
"11/25/2022","517.32","517.19","517.70","515.90","26.55M","-0.12%"
"11/23/2022","517.93","514.96","518.20","514.19","50.97M","0.41%"
"11/22/2022","515.80","506.62","515.98","506.56","65.62M","2.23%"
"11/21/2022","504.54","500.14","506.18","498.18","63.22M","0.38%"
"11/18/2022","502.64","503.23","503.75","498.23","63.65M","0.65%"
"11/17/2022","499.41","497.08","499.70","493.45","67.65M","-0.95%"
"11/16/2022","504.22","508.13","509.00","503.49","68.40M","-0.98%"
"11/15/2022","509.21","514.02","515.40","504.54","87.01M","-0.11%"
"11/14/2022","509.79","510.21","517.03","508.82","81.51M","-0.21%"
"11/11/2022","510.85","510.81","516.70","509.48","105.13M","1.16%"
"11/10/2022","504.97","496.40","505.22","495.32","103.08M","5.55%"
"11/09/2022","478.42","484.15","488.13","477.44","75.70M","-1.58%"
"11/08/2022","486.12","480.47","491.24","479.79","92.28M","1.68%"
"11/07/2022","478.09","476.97","478.48","472.70","70.75M","0.79%"
"11/04/2022","474.35","467.99","477.83","466.44","115.52M","3.41%"
"11/03/2022","458.73","449.28","461.74","448.91","104.07M","0.78%"
"11/02/2022","455.20","469.25","473.01","455.02","115.82M","-2.57%"
"11/01/2022","467.22","473.64","473.78","463.46","89.37M","0.24%"
"10/31/2022","466.12","468.26","471.49","465.39","94.50M","-0.89%"
"10/28/2022","470.30","465.45","471.13","462.02","75.96M","1.02%"
"10/27/2022","465.53","467.32","471.08","464.84","75.52M","-0.26%"
"10/26/2022","466.76","466.69","471.58","463.06","85.27M","0.67%"
"10/25/2022","463.67","452.82","463.81","452.46","83.51M","2.53%"
"10/24/2022","452.24","456.89","459.05","451.47","79.48M","-0.62%"
"10/21/2022","455.08","439.85","455.55","438.82","98.39M","3.46%"
"10/20/2022","439.86","443.08","451.49","438.77","86.75M","-0.70%"
"10/19/2022","442.96","445.74","448.61","440.34","65.18M","-1.13%"
"10/18/2022","448.03","448.50","452.95","443.37","74.88M","1.91%"
"10/17/2022","439.62","435.12","442.42","435.12","73.30M","2.54%"
"10/14/2022","428.72","446.63","447.57","428.26","82.59M","-3.41%"
"10/13/2022","443.87","424.37","445.87","420.72","87.82M","2.91%"
"10/12/2022","431.31","434.54","434.76","431.22","73.13M","-0.80%"
"10/11/2022","434.81","435.43","441.61","431.54","72.94M","-0.74%"
"10/10/2022","438.03","439.37","440.57","435.18","62.28M","0.24%"
"10/07/2022","436.96","444.52","444.74","434.30","69.29M","-2.54%"
"10/06/2022","448.36","449.54","454.22","447.10","82.65M","-1.02%"
"10/05/2022","452.98","452.48","456.64","447.97","75.91M","-1.09%"
"10/04/2022","457.98","449.83","458.49","449.81","92.09M","3.54%"
"10/03/2022","442.32","433.78","445.05","432.31","101.08M","3.40%"
"09/30/2022","427.77","429.24","435.88","426.80","95.41M","-0.35%"
"09/29/2022","429.27","431.45","431.46","423.15","78.21M","-1.53%"
"09/28/2022","435.95","427.02","437.87","425.76","83.30M","2.63%"
"09/27/2022","424.79","428.58","431.75","421.19","83.59M","0.23%"
"09/26/2022","423.83","428.09","433.28","421.98","91.76M","-1.64%"
"09/23/2022","430.90","433.49","433.51","424.65","103.32M","-2.05%"
"09/22/2022","439.91","447.63","448.14","439.81","77.63M","-1.24%"
"09/21/2022","445.45","457.71","459.32","445.39","79.55M","-2.20%"
"09/20/2022","455.45","458.79","458.79","452.03","76.21M","-1.90%"
"09/19/2022","464.26","452.48","464.89","452.21","83.02M","1.63%"
"09/16/2022","456.82","458.05","458.44","451.81","169.69M","-1.56%"
"09/15/2022","464.08","469.25","473.21","463.33","81.25M","-1.34%"
"09/14/2022","470.37","474.31","474.46","465.74","100.97M","-1.23%"
"09/13/2022","476.21","484.50","486.59","475.00","87.08M","-3.54%"
"09/12/2022","493.69","494.54","496.18","491.01","83.64M","0.88%"
"09/09/2022","489.37","486.79","490.55","485.69","73.72M","2.49%"
"09/07/2022","477.49","463.55","478.12","462.43","73.69M","2.73%"
"09/06/2022","464.80","468.27","470.44","462.87","84.66M","-0.33%"
"09/02/2022","466.33","474.20","477.36","464.34","75.40M","-0.09%"
"09/01/2022","466.75","467.68","467.68","461.12","83.27M","-1.38%"
"08/31/2022","473.30","479.62","479.65","473.20","102.16M","-1.21%"
"08/30/2022","479.11","488.42","488.85","476.48","79.76M","-1.71%"
"08/29/2022","487.44","486.79","491.49","484.36","72.70M","-0.69%"
"08/26/2022","490.81","508.07","508.29","490.77","76.24M","-3.14%"
"08/25/2022","506.70","497.94","506.79","497.94","76.09M","2.26%"
"08/24/2022","495.49","493.71","497.18","492.66","67.81M","0.24%"
"08/23/2022","494.28","489.46","496.80","489.46","69.24M","0.98%"
"08/22/2022","489.50","490.69","492.23","487.76","71.53M","-1.59%"
"08/19/2022","497.42","503.47","503.59","495.68","67.22M","-1.81%"
"08/18/2022","506.58","506.77","507.93","503.60","59.24M","0.26%"
"08/17/2022","505.27","506.54","507.82","502.67","61.80M","-1.40%"
"08/16/2022","512.43","508.07","514.55","508.07","61.94M","0.58%"
"08/15/2022","509.45","504.46","510.11","503.24","76.09M","-0.09%"
"08/12/2022","509.91","501.78","509.97","501.20","59.36M","1.88%"
"08/11/2022","500.51","503.00","506.79","499.92","65.96M","0.28%"
"08/10/2022","499.13","493.63","501.74","493.50","73.15M","2.88%"
"08/09/2022","485.17","487.88","488.59","483.63","69.01M","-0.51%"
"08/08/2022","487.64","489.68","494.44","487.40","79.52M","0.55%"
"08/05/2022","484.99","479.16","486.98","478.23","83.94M","0.36%"
"08/04/2022","483.24","483.57","487.35","480.85","84.34M","0.05%"
"08/03/2022","483.01","484.84","484.93","478.91","83.67M","0.13%"
"08/02/2022","482.39","485.39","489.15","479.80","89.09M","-1.01%"
"08/01/2022","487.31","488.38","489.33","483.86","78.19M","-0.81%"
"07/29/2022","491.31","487.39","492.68","486.51","128.74M","1.32%"
"07/28/2022","484.91","477.86","485.32","477.82","94.21M","1.69%"
"07/27/2022","476.87","471.49","478.41","465.32","102.14M","1.25%"
"07/26/2022","470.97","471.40","473.56","468.97","79.72M","-0.66%"
"07/25/2022","474.09","472.78","474.63","470.27","97.55M","0.43%"
"07/22/2022","472.06","478.75","480.98","470.00","75.60M","-0.73%"
"07/21/2022","475.53","468.74","475.60","466.06","92.61M","1.40%"
"07/20/2022","468.95","467.65","470.89","465.54","86.06M","0.12%"
"07/19/2022","468.41","459.51","469.08","458.85","79.00M","3.11%"
"07/18/2022","454.30","458.76","461.12","452.69","83.23M","0.22%"
"07/15/2022","453.29","452.84","454.70","447.82","81.16M","1.62%"
"07/14/2022","446.06","448.41","448.41","440.32","97.32M","-1.89%"
"07/13/2022","454.65","450.61","457.18","447.71","80.04M","-0.55%"
"07/12/2022","457.16","456.89","463.26","455.71","85.78M","-0.21%"
"07/11/2022","458.13","454.29","460.19","454.02","74.50M","-0.27%"
"07/08/2022","459.36","464.75","465.24","457.12","65.02M","-1.00%"
"07/07/2022","463.99","462.93","468.54","462.66","87.05M","0.92%"
"07/06/2022","459.75","456.49","461.15","451.62","112.74M","0.62%"
"07/05/2022","456.93","456.74","456.98","447.50","113.05M","-2.00%"
"07/01/2022","466.26","460.33","466.90","454.36","92.46M","0.67%"
"06/30/2022","463.16","462.74","467.23","456.75","88.99M","-1.23%"
"06/29/2022","468.91","472.59","473.73","463.99","70.88M","-0.73%"
"06/28/2022","472.37","479.92","484.60","471.59","87.46M","-1.07%"
