,Retorno,Riesgo
0,3.0691940318240835e-05,3.0381775944471073e-05
1,0.00164073318483812,0.00011046984676625835
2,0.0022784372345424565,0.0001905579175880456
3,0.0026984249946192954,0.0002706459884098329
4,0.0030063849513562923,0.00035073405923162016
5,0.0032553742986188216,0.0004308221300534074
6,0.0034577704184587626,0.0005109102008751948
7,0.003618232460114951,0.000590998271696982
8,0.003753594150900797,0.0006710863425187693
9,0.0038725189771524403,0.0007511744133405566
10,0.003977037665976721,0.0008312624841623438
11,0.004066491504819497,0.0009113505549841311
12,0.004144865133749576,0.0009914386258059185
13,0.00421511816418891,0.0010715266966277058
14,0.004279596106406962,0.0011516147674494929
15,0.004339371010141359,0.0012317028382712802
16,0.004395348908198213,0.0013117909090930675
17,0.004448268354519521,0.0013918789799148548
18,0.004498484446942547,0.0014719670507366421
19,0.004546334725583629,0.0015520551215584292
20,0.004592260455739843,0.0016321431923802165
21,0.0046356930771370404,0.0017122312632020039
22,0.004676849608735969,0.0017923193340237912
23,0.004716076339112861,0.0018724074048455785
24,0.004753650008387224,0.0019524954756673658
25,0.004789705886701656,0.0020325835464891527
26,0.004824391000781247,0.00211267161731094
27,0.00485804914467284,0.0021927596881327273
28,0.004890527351253876,0.0022728477589545144
29,0.004922018804614051,0.002352935829776302
30,0.004952603076505894,0.002433023900598089
31,0.004982499196486552,0.0025131119714198766
32,0.005011537775533912,0.0025932000422416637
33,0.0050397978248163736,0.0026732881130634508
34,0.005067471273534138,0.0027533761838852383
35,0.005094511411367521,0.0028334642547070254
36,0.005120958720532251,0.002913552325528813
37,0.005146841042653969,0.0029936403963506
38,0.005172230623688587,0.003073728467172387
39,0.0051971210466625764,0.0031538165379941746
40,0.005221546524412028,0.0032339046088159617
41,0.005245562351770054,0.0033139926796377493
42,0.005269136075214846,0.0033940807504595364
43,0.0052923453207120545,0.0034741688212813235
44,0.005315146074191448,0.003554256892103111
45,0.005337596437508745,0.003634344962924898
46,0.005359683062401265,0.0037144330337466856
47,0.005381586192337406,0.0037945211045684727
48,0.005403106904162963,0.0038746091753902603
49,0.005424158141365813,0.003954697246212047
50,0.0054452204985181414,0.004034785317033835
51,0.00546588034292129,0.004114873387855622
52,0.005486226770378185,0.00419496145867741
53,0.005506374833600565,0.004275049529499197
54,0.0055262531648262855,0.004355137600320984
55,0.005545910451408706,0.004435225671142772
56,0.00556531079467785,0.004515313741964558
57,0.005584549382845836,0.004595401812786346
58,0.005603541188862038,0.004675489883608133
59,0.00562230345104651,0.00475557795442992
60,0.005640899400919688,0.004835666025251708
61,0.0056592869782228624,0.004915754096073495
62,0.005677471721587649,0.004995842166895283
63,0.005695366104868135,0.005075930237717069
64,0.005713275114113149,0.005156018308538857
65,0.0057310340566595,0.005236106379360644
66,0.005748571935958386,0.005316194450182431
67,0.005765913283686796,0.005396282521004219
68,0.005783099707191856,0.005476370591826006
69,0.005800152243908804,0.005556458662647794
70,0.005817043905051549,0.00563654673346958
71,0.005833726620095926,0.005716634804291368
72,0.005850389841217327,0.005796722875113155
73,0.005866856865895929,0.005876810945934942
74,0.0058831369944911255,0.0059568990167567296
75,0.005899388368380781,0.006036987087578517
76,0.005915438985199297,0.006117075158400304
77,0.005931340078018643,0.006197163229222091
78,0.005947224374605241,0.006277251300043879
79,0.005962920769072859,0.006357339370865666
80,0.005978532650679034,0.006437427441687453
81,0.005993882290379713,0.0065175155125092405
82,0.006009368985017917,0.006597603583331028
83,0.006024621746197514,0.006677691654152815
84,0.00603968551693705,0.006757779724974602
85,0.006054792461469804,0.00683786779579639
86,0.006069735565141242,0.0069179558666181765
87,0.006084537310799433,0.006998043937439964
88,0.006099319825166581,0.0070781320082617515
89,0.00611395648841664,0.007158220079083539
90,0.006128498500593662,0.007238308149905326
91,0.006142931610283245,0.007318396220727113
92,0.0061573139393109235,0.007398484291548901
93,0.006171588153438937,0.0074785723623706874
94,0.0061857881126084506,0.007558660433192475
95,0.006199855003924391,0.0076387485040142625
96,0.006213827376121043,0.00771883657483605
97,0.006227830633606969,0.007798924645657837
98,0.006241661728954303,0.007879012716479623
99,0.00625536536240645,0.007959100787301412
100,0.006269136417585122,0.008039188858123198
101,0.0062827399898592795,0.008119276928944987
102,0.006296254385936842,0.008199364999766773
103,0.006309709631112667,0.00827945307058856
104,0.006323120043095247,0.008359541141410349
105,0.00633643509994857,0.008439629212232135
106,0.006349698233639633,0.008519717283053922
107,0.006362868360287874,0.00859980535387571
108,0.006375964349724313,0.008679893424697497
109,0.006388980484564477,0.008759981495519284
110,0.006401976387338444,0.008840069566341072
111,0.006414864272475457,0.008920157637162859
112,0.006427712617650048,0.009000245707984645
113,0.006440467069614533,0.009080333778806434
114,0.006453202592056868,0.00916042184962822
115,0.006465854548704711,0.009240509920450007
116,0.0064784391081590155,0.009320597991271795
117,0.006490925553952396,0.009400686062093582
118,0.006503379756792258,0.009480774132915369
119,0.006515827436301956,0.009560862203737157
120,0.006528136674010324,0.009640950274558944
121,0.006540483162741012,0.009721038345380732
122,0.006552669891823506,0.009801126416202519
123,0.0065648333490148795,0.009881214487024306
