"Date","Price","Open","High","Low","Vol.","Change %"
"01/25/2022","293.69","291.60","295.75","288.45","71.22M","-0.26%"
"01/24/2022","294.47","291.47","295.09","284.35","80.23M","0.17%"
"01/21/2022","293.96","296.28","297.41","293.23","65.58M","-0.04%"
"01/20/2022","294.08","296.76","301.17","293.81","55.43M","-0.92%"
"01/19/2022","296.80","301.99","303.84","296.76","50.64M","-1.21%"
"01/18/2022","300.44","300.35","301.56","297.75","62.84M","-0.71%"
"01/14/2022","302.59","304.57","304.65","299.19","48.62M","-1.18%"
"01/13/2022","306.20","308.04","308.92","305.74","41.93M","-0.34%"
"01/12/2022","307.26","306.46","309.31","306.40","41.25M","0.29%"
"01/11/2022","306.38","306.36","306.93","302.00","49.49M","-0.16%"
"01/10/2022","306.87","306.48","306.95","302.49","60.77M","-0.59%"
"01/07/2022","308.70","309.29","310.81","307.38","58.71M","-0.55%"
"01/06/2022","310.40","310.38","311.30","306.47","58.23M","0.10%"
"01/05/2022","310.09","319.14","319.14","309.92","64.95M","-3.22%"
"01/04/2022","320.40","322.23","323.99","320.20","56.34M","-0.38%"
"01/03/2022","321.63","325.43","325.43","316.88","51.38M","-0.96%"
"12/31/2021","324.75","324.13","326.97","323.86","32.10M","0.18%"
"12/30/2021","324.18","323.08","325.28","322.65","31.96M","0.36%"
"12/29/2021","323.03","321.34","323.72","320.24","28.52M","0.64%"
"12/28/2021","320.97","319.12","321.17","318.67","31.30M","0.43%"
"12/27/2021","319.60","314.05","319.66","313.65","34.80M","2.04%"
"12/23/2021","313.20","314.66","314.90","311.51","36.50M","-0.36%"
"12/22/2021","314.34","312.23","314.52","312.00","39.18M","0.95%"
"12/21/2021","311.38","311.75","313.19","310.06","51.77M","0.63%"
"12/20/2021","309.42","307.99","310.70","306.32","52.41M","-0.72%"
"12/17/2021","311.65","312.22","315.23","311.21","117.81M","-0.30%"
"12/16/2021","312.59","311.92","314.61","310.72","57.36M","0.40%"
"12/15/2021","311.33","307.57","311.85","307.57","60.74M","1.48%"
"12/14/2021","306.80","309.64","310.21","304.65","57.18M","-1.27%"
"12/13/2021","310.76","305.82","312.16","305.46","53.53M","1.32%"
"12/10/2021","306.72","306.41","307.06","304.99","45.26M","0.51%"
"12/09/2021","305.17","308.35","308.38","305.04","44.98M","-1.36%"
"12/08/2021","309.39","308.16","310.18","307.32","48.98M","0.47%"
"12/07/2021","307.95","304.90","308.49","304.58","61.15M","1.75%"
"12/06/2021","302.66","300.83","305.24","300.66","55.17M","1.38%"
"12/03/2021","298.54","300.66","301.63","295.96","56.07M","-0.41%"
"12/02/2021","299.76","293.60","301.72","293.55","63.22M","2.67%"
"12/01/2021","291.97","299.34","302.28","291.89","72.60M","-1.34%"
"11/30/2021","295.94","299.85","301.49","295.93","115.08M","-2.12%"
"11/29/2021","302.34","300.32","304.39","298.68","58.70M","1.33%"
"11/26/2021","298.36","302.56","303.26","298.11","43.38M","-2.69%"
"11/25/2021","306.61","302.90","307.07","302.03","","0.00%"
"11/24/2021","306.61","302.90","307.07","302.03","35.12M","1.28%"
"11/23/2021","302.74","299.74","303.44","299.23","46.14M","1.10%"
"11/22/2021","299.46","301.26","302.22","298.90","48.70M","-0.50%"
"11/19/2021","300.97","303.37","303.37","300.34","53.21M","-0.56%"
"11/18/2021","302.65","303.19","303.20","301.29","46.84M","0.03%"
"11/17/2021","302.56","299.91","303.05","296.37","54.91M","0.65%"
"11/16/2021","300.62","303.07","303.07","300.13","53.50M","-0.65%"
"11/15/2021","302.58","300.66","302.61","299.87","66.78M","0.48%"
"11/12/2021","301.14","301.73","302.04","300.06","38.82M","0.06%"
"11/11/2021","300.95","301.04","301.04","298.70","33.92M","0.05%"
"11/10/2021","300.81","301.74","303.28","300.80","41.20M","-0.49%"
"11/09/2021","302.29","301.61","302.77","301.39","37.70M","0.36%"
"11/08/2021","301.21","301.99","301.99","298.60","44.47M","-0.02%"
"11/05/2021","301.26","302.73","305.01","300.73","50.29M","0.23%"
"11/04/2021","300.58","303.63","304.25","299.38","54.36M","-1.14%"
"11/03/2021","304.05","302.84","304.58","301.03","54.19M","0.60%"
"11/02/2021","302.23","300.79","303.29","299.50","54.99M","0.94%"
"11/01/2021","299.43","299.27","300.05","294.64","47.70M","0.20%"
"10/29/2021","298.83","300.96","302.18","297.58","108.43M","-1.19%"
"10/28/2021","302.44","298.55","302.44","298.13","53.10M","1.47%"
"10/27/2021","298.07","301.92","301.92","298.06","47.57M","-0.73%"
"10/26/2021","300.25","299.58","301.24","298.93","43.12M","0.46%"
"10/25/2021","298.87","298.03","299.62","296.25","43.50M","0.31%"
"10/22/2021","297.94","296.68","298.65","296.32","39.62M","0.66%"
"10/21/2021","296.00","294.71","296.10","294.09","38.98M","0.36%"
"10/20/2021","294.94","290.94","294.95","290.94","42.85M","1.55%"
"10/19/2021","290.44","291.04","291.77","290.03","39.85M","0.40%"
"10/18/2021","289.29","287.56","290.39","287.29","46.19M","0.22%"
"10/15/2021","288.65","290.45","291.16","286.97","54.59M","0.03%"
"10/14/2021","288.57","286.47","288.90","285.77","47.62M","1.39%"
"10/13/2021","284.60","282.12","284.82","280.48","49.80M","0.55%"
"10/12/2021","283.05","280.21","284.21","279.41","43.65M","1.34%"
"10/11/2021","279.32","278.73","280.43","277.27","33.60M","0.17%"
"10/08/2021","278.84","281.68","281.72","278.47","34.44M","-1.12%"
"10/07/2021","282.00","283.24","285.72","281.61","45.14M","0.15%"
"10/06/2021","281.57","277.51","281.84","274.82","53.20M","0.98%"
"10/05/2021","278.83","280.99","281.11","277.83","49.83M","-0.86%"
"10/04/2021","281.25","280.15","282.27","279.12","51.09M","0.09%"
"10/01/2021","280.99","279.68","282.90","277.69","51.53M","1.04%"
"09/30/2021","278.09","283.64","283.83","278.09","59.03M","-1.60%"
"09/29/2021","282.61","281.69","283.82","281.69","43.10M","0.67%"
"09/28/2021","280.74","280.32","281.97","278.73","58.52M","-0.62%"
"09/27/2021","282.49","286.93","288.64","282.36","54.41M","-1.71%"
"09/24/2021","287.40","290.19","291.25","286.75","49.24M","-1.21%"
"09/23/2021","290.91","293.35","293.83","290.49","52.45M","-0.54%"
"09/22/2021","292.48","291.61","293.91","290.35","50.24M","0.91%"
"09/21/2021","289.83","291.21","293.30","289.75","45.59M","-0.05%"
"09/20/2021","289.97","289.28","291.91","286.50","64.86M","-0.63%"
"09/17/2021","291.80","292.87","294.62","291.45","109.10M","-0.95%"
"09/16/2021","294.59","293.78","295.68","291.96","44.05M","0.16%"
"09/15/2021","294.13","293.54","295.61","292.01","47.54M","0.41%"
"09/14/2021","292.93","294.66","295.31","291.50","40.75M","-0.34%"
"09/13/2021","293.93","294.81","296.52","292.90","48.26M","0.48%"
"09/10/2021","292.52","296.30","296.30","292.42","49.99M","-1.23%"
"09/09/2021","296.17","300.50","300.81","296.15","53.96M","-2.12%"
"09/08/2021","302.58","299.60","303.45","299.25","44.35M","0.55%"
"09/07/2021","300.91","303.37","303.37","298.21","52.33M","-1.13%"
"09/03/2021","304.36","303.27","304.80","300.79","50.29M","0.04%"
"09/02/2021","304.23","303.45","304.25","300.71","49.66M","0.44%"
"09/01/2021","302.91","298.41","303.20","298.15","56.27M","1.69%"
"08/31/2021","297.88","295.39","298.17","294.54","67.20M","0.62%"
"08/30/2021","296.05","292.76","296.22","292.38","50.55M","1.15%"
"08/27/2021","292.67","291.25","293.38","290.83","42.22M","0.87%"
"08/26/2021","290.15","290.06","291.04","289.12","43.12M","0.10%"
"08/25/2021","289.87","290.32","291.45","289.02","47.91M","-0.18%"
"08/24/2021","290.38","293.07","293.07","289.65","47.78M","-0.72%"
"08/23/2021","292.49","294.07","294.47","291.98","40.75M","-0.41%"
"08/20/2021","293.68","291.71","294.90","290.24","48.47M","0.45%"
"08/19/2021","292.35","288.63","292.61","288.18","55.57M","0.93%"
"08/18/2021","289.67","292.10","292.14","289.48","47.45M","-1.08%"
"08/17/2021","292.84","291.00","292.92","290.35","45.84M","0.14%"
"08/16/2021","292.43","291.82","293.53","291.34","41.62M","0.12%"
"08/13/2021","292.08","290.86","292.10","289.90","35.77M","0.68%"
"08/12/2021","290.11","289.81","290.20","288.40","38.35M","0.35%"
"08/11/2021","289.10","288.57","289.72","287.92","46.80M","0.50%"
"08/10/2021","287.67","291.09","291.21","287.49","57.23M","-1.09%"
"08/09/2021","290.84","291.75","291.75","290.11","45.37M","-0.42%"
"08/06/2021","292.06","292.72","293.77","291.51","50.78M","-0.23%"
"08/05/2021","292.74","291.84","292.75","290.17","52.23M","0.83%"
"08/04/2021","290.34","291.19","292.67","289.01","53.24M","-0.35%"
"08/03/2021","291.35","290.51","291.66","289.41","85.56M","0.44%"
"08/02/2021","290.06","291.33","293.19","289.74","47.61M","0.01%"
"07/30/2021","290.04","290.18","293.47","290.00","64.18M","0.32%"
"07/29/2021","289.11","290.32","292.23","288.86","47.83M","-0.23%"
"07/28/2021","289.79","291.58","291.91","289.06","47.54M","-0.63%"
"07/27/2021","291.62","289.19","291.89","288.20","46.93M","0.82%"
"07/26/2021","289.26","288.50","289.47","286.90","46.85M","0.00%"
"07/23/2021","289.26","287.79","289.60","286.90","38.42M","0.88%"
"07/22/2021","286.74","286.76","287.14","285.35","45.63M","-0.69%"
"07/21/2021","288.72","290.07","290.57","288.41","50.60M","-0.35%"
"07/20/2021","289.74","285.62","290.59","285.62","59.50M","1.88%"
"07/19/2021","284.40","286.38","286.98","282.26","80.18M","-1.58%"
"07/16/2021","288.98","289.78","290.99","288.72","51.81M","0.10%"
"07/15/2021","288.68","288.30","289.15","287.74","46.37M","0.14%"
